6047,1388,1-5M,0,255,33,25
4727,1392,1-5M,0,255,33,25
4641,1395,5-10M,255,216,0,25
4952,1397,1-5M,0,255,33,28
6191,1400,1-5M,0,255,33,28
4784,1406,1-5M,0,255,33,28
3421,1423,1-5M,0,255,33,25
1901,1429,1-5M,0,255,33,25
1963,1449,5-10M,255,216,0,29
7730,1451,5-10M,255,216,0,25
4884,1454,1-5M,0,255,33,25
1855,1466,1-5M,0,255,33,25
4766,1472,1-5M,0,255,33,29
6162,1472,1-5M,0,255,33,30
7698,1472,1-5M,0,255,33,24
6047,1476,1-5M,0,255,33,25
4880,1483,10-20M,255,0,0,25
4650,1495,1-5M,0,255,33,30
4839,1509,1-5M,0,255,33,25
6123,1511,1-5M,0,255,33,25
7597,1520,1-5M,0,255,33,25
6060,1521,1-5M,0,255,33,25
7656,1524,10-20M,255,0,0,25
4742,1540,1-5M,0,255,33,28
6356,1541,1-5M,0,255,33,25
7622,1570,1-5M,0,255,33,25
7765,1578,5-10M,255,216,0,24
7670,1579,1-5M,0,255,33,25
6209,1605,1-5M,0,255,33,25
7766,1617,>20M,178,0,255,29
6157,1619,1-5M,0,255,33,25
7562,1625,1-5M,0,255,33,30
7799,1626,1-5M,0,255,33,29
6327,1632,1-5M,0,255,33,25
6388,1633,1-5M,0,255,33,29
7809,1634,5-10M,255,216,0,25
7837,1637,1-5M,0,255,33,25
7620,1643,5-10M,255,216,0,25
7520,1651,1-5M,0,255,33,27
7758,1654,1-5M,0,255,33,25
6361,1669,1-5M,0,255,33,25
7512,1670,>20M,178,0,255,25
7639,1671,1-5M,0,255,33,25
6108,1678,5-10M,255,216,0,25
6460,1682,1-5M,0,255,33,25
6307,1686,5-10M,255,216,0,28
7472,1696,1-5M,0,255,33,25
6134,1701,1-5M,0,255,33,29
7567,1705,1-5M,0,255,33,29
6278,1712,1-5M,0,255,33,25
6357,1733,1-5M,0,255,33,25
6174,1747,1-5M,0,255,33,25
6230,1749,1-5M,0,255,33,25
8001,1751,1-5M,0,255,33,25
6365,1777,1-5M,0,255,33,29
6088,1778,1-5M,0,255,33,25
7124,1785,1-5M,0,255,33,25
7800,1786,1-5M,0,255,33,25
7602,1788,1-5M,0,255,33,27
6628,1789,1-5M,0,255,33,25
7115,1802,1-5M,0,255,33,25
6321,1806,1-5M,0,255,33,25
6724,1824,1-5M,0,255,33,25
6187,1827,1-5M,0,255,33,25
6153,1830,10-20M,255,0,0,25
6104,1833,1-5M,0,255,33,25
6476,1840,1-5M,0,255,33,26
6534,1840,1-5M,0,255,33,25
7675,1840,1-5M,0,255,33,25
7489,1845,1-5M,0,255,33,25
6187,1846,1-5M,0,255,33,25
6778,1848,1-5M,0,255,33,25
6135,1857,1-5M,0,255,33,25
6824,1881,1-5M,0,255,33,25
6192,1888,5-10M,255,216,0,25
6330,1891,5-10M,255,216,0,29
6355,1901,1-5M,0,255,33,25
6742,1909,1-5M,0,255,33,29
6885,1912,10-20M,255,0,0,25
6163,1920,1-5M,0,255,33,25
6938,1924,1-5M,0,255,33,25
6272,1926,1-5M,0,255,33,25
6322,1929,1-5M,0,255,33,29
8005,1937,1-5M,0,255,33,25
7050,1938,1-5M,0,255,33,25
6914,1939,1-5M,0,255,33,25
6298,1942,1-5M,0,255,33,25
6411,1942,1-5M,0,255,33,27
6881,1947,1-5M,0,255,33,25
7780,1948,1-5M,0,255,33,25
6842,1952,1-5M,0,255,33,32
6953,1957,5-10M,255,216,0,25
6340,1958,1-5M,0,255,33,25
7002,1961,1-5M,0,255,33,25
6992,1986,5-10M,255,216,0,30
6932,1990,1-5M,0,255,33,25
7798,1993,1-5M,0,255,33,25
7897,2011,1-5M,0,255,33,24
7549,2013,1-5M,0,255,33,25
6996,2021,1-5M,0,255,33,25
6837,2034,1-5M,0,255,33,25
7013,2037,1-5M,0,255,33,25
3919,2049,1-5M,0,255,33,25
6989,2058,1-5M,0,255,33,25
7014,2070,1-5M,0,255,33,29
6923,2071,1-5M,0,255,33,25
7193,2092,1-5M,0,255,33,25
3891,2111,1-5M,0,255,33,29
7598,2115,1-5M,0,255,33,28
3816,2140,1-5M,0,255,33,32
3522,2149,1-5M,0,255,33,25
7031,2160,1-5M,0,255,33,25
7572,2164,5-10M,255,216,0,25
3608,2165,1-5M,0,255,33,29
3871,2183,5-10M,255,216,0,25
3833,2190,1-5M,0,255,33,25
3605,2193,1-5M,0,255,33,25
3848,2198,1-5M,0,255,33,28
3718,2200,1-5M,0,255,33,25
3952,2228,1-5M,0,255,33,28
6938,2233,1-5M,0,255,33,30
3854,2238,10-20M,255,0,0,28
7042,2243,1-5M,0,255,33,25
4026,2244,1-5M,0,255,33,28
7017,2246,1-5M,0,255,33,25
4160,2256,1-5M,0,255,33,26
3429,2258,1-5M,0,255,33,25
3914,2258,1-5M,0,255,33,29
8027,2258,1-5M,0,255,33,25
3982,2266,1-5M,0,255,33,25
8152,2266,1-5M,0,255,33,24
3540,2271,1-5M,0,255,33,25
3838,2277,1-5M,0,255,33,25
6846,2292,1-5M,0,255,33,30
7706,2301,1-5M,0,255,33,25
3970,2319,1-5M,0,255,33,28
3857,2328,1-5M,0,255,33,30
7841,2351,1-5M,0,255,33,25
3764,2359,1-5M,0,255,33,25
7090,2375,1-5M,0,255,33,25
3877,2382,1-5M,0,255,33,25
7450,2382,5-10M,255,216,0,25
8158,2409,10-20M,255,0,0,25
7887,2428,1-5M,0,255,33,24
6677,2433,1-5M,0,255,33,25
6826,2438,1-5M,0,255,33,28
7130,2443,1-5M,0,255,33,25
6866,2446,5-10M,255,216,0,25
6627,2450,1-5M,0,255,33,25
6944,2457,1-5M,0,255,33,25
7521,2474,5-10M,255,216,0,29
7329,2506,1-5M,0,255,33,25
6743,2514,1-5M,0,255,33,25
6491,2536,1-5M,0,255,33,28
6520,2537,1-5M,0,255,33,25
7204,2566,1-5M,0,255,33,29
8047,2570,1-5M,0,255,33,25
6926,2576,1-5M,0,255,33,28
6769,2583,1-5M,0,255,33,25
8130,2583,1-5M,0,255,33,28
7876,2588,1-5M,0,255,33,25
4095,2600,1-5M,0,255,33,25
7249,2616,1-5M,0,255,33,27
4696,2617,1-5M,0,255,33,25
7115,2622,1-5M,0,255,33,25
4990,2630,1-5M,0,255,33,32
8216,2635,1-5M,0,255,33,26
8273,2634,1-5M,0,255,33,25
8046,2640,1-5M,0,255,33,25
7915,2653,1-5M,0,255,33,25
6324,2660,1-5M,0,255,33,25
1033,2663,1-5M,0,255,33,25
3998,2672,1-5M,0,255,33,25
7275,2676,1-5M,0,255,33,25
946,2679,1-5M,0,255,33,25
978,2679,1-5M,0,255,33,25
8307,2680,1-5M,0,255,33,25
823,2688,1-5M,0,255,33,28
899,2691,1-5M,0,255,33,29
1146,2706,1-5M,0,255,33,28
6989,2710,1-5M,0,255,33,25
919,2714,1-5M,0,255,33,25
1100,2714,1-5M,0,255,33,25
830,2722,1-5M,0,255,33,25
1368,2726,1-5M,0,255,33,28
869,2730,10-20M,255,0,0,25
1346,2731,1-5M,0,255,33,25
1225,2732,1-5M,0,255,33,25
1132,2756,5-10M,255,216,0,28
1168,2761,1-5M,0,255,33,28
6921,2764,1-5M,0,255,33,28
1439,2766,1-5M,0,255,33,25
946,2772,1-5M,0,255,33,28
1000,2779,1-5M,0,255,33,28
1577,2779,1-5M,0,255,33,25
6756,2779,1-5M,0,255,33,25
1334,2780,1-5M,0,255,33,25
1416,2780,1-5M,0,255,33,30
7318,2790,1-5M,0,255,33,28
1186,2802,1-5M,0,255,33,25
1014,2809,1-5M,0,255,33,25
1231,2812,1-5M,0,255,33,25
1576,2818,1-5M,0,255,33,25
1461,2820,1-5M,0,255,33,28
1259,2822,1-5M,0,255,33,28
894,2826,1-5M,0,255,33,25
1089,2829,1-5M,0,255,33,25
1559,2835,1-5M,0,255,33,25
1064,2838,1-5M,0,255,33,25
1593,2840,5-10M,255,216,0,25
1475,2846,5-10M,255,216,0,29
379,2852,1-5M,0,255,33,29
890,2853,1-5M,0,255,33,25
6703,2853,1-5M,0,255,33,25
1519,2856,1-5M,0,255,33,25
944,2860,1-5M,0,255,33,32
7933,2864,1-5M,0,255,33,25
1181,2866,1-5M,0,255,33,25
1407,2875,1-5M,0,255,33,25
8356,2878,1-5M,0,255,33,32
8174,2883,1-5M,0,255,33,25
1292,2887,1-5M,0,255,33,25
6927,2888,1-5M,0,255,33,25
7987,2889,1-5M,0,255,33,25
1535,2894,1-5M,0,255,33,25
1019,2898,1-5M,0,255,33,30
1492,2904,1-5M,0,255,33,25
1164,2907,5-10M,255,216,0,25
6628,2916,1-5M,0,255,33,28
1321,2921,1-5M,0,255,33,29
1102,2925,1-5M,0,255,33,25
1431,2926,1-5M,0,255,33,25
1494,2930,1-5M,0,255,33,28
1290,2931,>20M,178,0,255,25
1170,2934,1-5M,0,255,33,32
1358,2934,5-10M,255,216,0,30
5396,2933,1-5M,0,255,33,25
1231,2934,1-5M,0,255,33,28
8061,2934,1-5M,0,255,33,28
1550,2936,1-5M,0,255,33,32
968,2938,1-5M,0,255,33,26
1424,2947,1-5M,0,255,33,25
1571,2952,10-20M,255,0,0,25
604,2954,1-5M,0,255,33,32
1299,2958,1-5M,0,255,33,25
9592,2958,1-5M,0,255,33,25
846,2960,1-5M,0,255,33,25
1570,2967,1-5M,0,255,33,25
6527,2974,1-5M,0,255,33,25
981,2977,1-5M,0,255,33,25
1510,2980,1-5M,0,255,33,29
1213,2982,1-5M,0,255,33,26
1085,2983,10-20M,255,0,0,25
7879,2983,1-5M,0,255,33,25
1566,2984,1-5M,0,255,33,25
1047,2985,1-5M,0,255,33,25
9190,2985,1-5M,0,255,33,26
8059,2987,1-5M,0,255,33,25
8149,2987,1-5M,0,255,33,29
8412,2992,1-5M,0,255,33,32
1016,2992,1-5M,0,255,33,25
9130,2992,1-5M,0,255,33,32
1480,2994,1-5M,0,255,33,25
9359,2998,1-5M,0,255,33,25
8019,3000,10-20M,255,0,0,25
8372,3012,5-10M,255,216,0,32
7994,3013,1-5M,0,255,33,29
9357,3020,1-5M,0,255,33,25
891,3021,1-5M,0,255,33,26
9193,3027,1-5M,0,255,33,25
9340,3032,10-20M,255,0,0,32
812,3034,1-5M,0,255,33,30
6614,3035,1-5M,0,255,33,25
8163,3036,1-5M,0,255,33,25
1202,3037,1-5M,0,255,33,25
8010,3040,1-5M,0,255,33,25
9234,3042,1-5M,0,255,33,25
946,3043,5-10M,255,216,0,29
6492,3045,1-5M,0,255,33,25
1801,3064,1-5M,0,255,33,26
1748,3066,1-5M,0,255,33,25
7885,3066,1-5M,0,255,33,30
861,3074,1-5M,0,255,33,25
7927,3077,1-5M,0,255,33,25
8415,3077,1-5M,0,255,33,25
1681,3081,1-5M,0,255,33,25
7988,3081,1-5M,0,255,33,25
6379,3086,1-5M,0,255,33,28
6704,3089,1-5M,0,255,33,25
881,3091,5-10M,255,216,0,25
6361,3094,1-5M,0,255,33,25
2124,3096,1-5M,0,255,33,25
6511,3097,1-5M,0,255,33,25
6420,3099,10-20M,255,0,0,25
6400,3100,5-10M,255,216,0,25
6469,3102,1-5M,0,255,33,25
5798,3110,1-5M,0,255,33,25
6604,3116,1-5M,0,255,33,25
7387,3116,1-5M,0,255,33,25
8049,3119,1-5M,0,255,33,26
6499,3122,1-5M,0,255,33,30
6350,3128,1-5M,0,255,33,28
7342,3132,1-5M,0,255,33,25
827,3145,1-5M,0,255,33,25
6641,3151,1-5M,0,255,33,25
6735,3153,1-5M,0,255,33,25
6529,3154,1-5M,0,255,33,25
6421,3159,1-5M,0,255,33,25
838,3167,1-5M,0,255,33,25
8578,3167,1-5M,0,255,33,25
8767,3176,1-5M,0,255,33,25
771,3177,1-5M,0,255,33,25
8720,3179,1-5M,0,255,33,29
6628,3193,1-5M,0,255,33,25
6336,3194,5-10M,255,216,0,25
8187,3198,1-5M,0,255,33,29
6773,3199,1-5M,0,255,33,29
2709,3200,1-5M,0,255,33,28
5948,3200,1-5M,0,255,33,28
2754,3205,1-5M,0,255,33,24
8797,3205,1-5M,0,255,33,25
8139,3206,1-5M,0,255,33,25
6663,3208,1-5M,0,255,33,25
8847,3209,1-5M,0,255,33,25
6442,3218,1-5M,0,255,33,25
8207,3222,10-20M,255,0,0,28
8050,3223,1-5M,0,255,33,29
6775,3226,1-5M,0,255,33,25
8748,3226,1-5M,0,255,33,25
8701,3228,1-5M,0,255,33,25
6325,3230,1-5M,0,255,33,25
8585,3230,1-5M,0,255,33,27
6066,3231,1-5M,0,255,33,25
6872,3234,1-5M,0,255,33,27
8257,3234,1-5M,0,255,33,25
8626,3235,1-5M,0,255,33,25
7027,3240,1-5M,0,255,33,25
6530,3243,1-5M,0,255,33,25
6428,3245,10-20M,255,0,0,28
8488,3245,1-5M,0,255,33,25
8240,3252,1-5M,0,255,33,28
6730,3254,1-5M,0,255,33,25
7263,3258,1-5M,0,255,33,28
6590,3258,5-10M,255,216,0,28
7837,3260,1-5M,0,255,33,25
6648,3261,1-5M,0,255,33,25
6124,3262,1-5M,0,255,33,25
6835,3263,1-5M,0,255,33,25
8354,3267,1-5M,0,255,33,28
6479,3269,5-10M,255,216,0,25
6532,3269,1-5M,0,255,33,25
8875,3269,1-5M,0,255,33,25
8341,3271,5-10M,255,216,0,25
8006,3272,5-10M,255,216,0,27
7898,3276,1-5M,0,255,33,30
6056,3279,1-5M,0,255,33,25
8541,3280,1-5M,0,255,33,29
6316,3285,5-10M,255,216,0,29
6569,3285,1-5M,0,255,33,25
6434,3287,1-5M,0,255,33,25
8848,3288,5-10M,255,216,0,29
740,3289,1-5M,0,255,33,25
8051,3289,1-5M,0,255,33,25
6147,3291,1-5M,0,255,33,25
7310,3293,1-5M,0,255,33,25
6198,3296,1-5M,0,255,33,32
8321,3296,1-5M,0,255,33,29
7593,3299,1-5M,0,255,33,24
8696,3299,10-20M,255,0,0,25
6250,3302,1-5M,0,255,33,25
8832,3302,1-5M,0,255,33,25
7287,3303,1-5M,0,255,33,25
6383,3304,1-5M,0,255,33,25
6643,3305,1-5M,0,255,33,25
6770,3307,1-5M,0,255,33,27
6108,3309,1-5M,0,255,33,28
6320,3312,>20M,178,0,255,28
8209,3312,1-5M,0,255,33,25
8406,3312,1-5M,0,255,33,25
8003,3315,1-5M,0,255,33,29
2716,3315,1-5M,0,255,33,25
7385,3320,1-5M,0,255,33,25
8689,3323,1-5M,0,255,33,25
7742,3327,1-5M,0,255,33,25
6180,3328,5-10M,255,216,0,28
8416,3330,5-10M,255,216,0,28
6451,3332,1-5M,0,255,33,28
7902,3335,1-5M,0,255,33,30
6556,3336,5-10M,255,216,0,25
6739,3337,1-5M,0,255,33,25
8516,3337,1-5M,0,255,33,25
8808,3339,1-5M,0,255,33,25
6352,3342,1-5M,0,255,33,28
8895,3342,1-5M,0,255,33,25
2676,3343,5-10M,255,216,0,25
6525,3343,1-5M,0,255,33,25
6595,3346,1-5M,0,255,33,25
8113,3346,1-5M,0,255,33,24
2582,3350,1-5M,0,255,33,28
8441,3354,>20M,178,0,255,28
6621,3359,1-5M,0,255,33,25
7674,3360,1-5M,0,255,33,28
6487,3362,1-5M,0,255,33,25
7995,3362,1-5M,0,255,33,25
6371,3364,10-20M,255,0,0,29
6258,3367,1-5M,0,255,33,30
6400,3370,1-5M,0,255,33,28
6459,3377,1-5M,0,255,33,25
861,3378,1-5M,0,255,33,25
6545,3384,1-5M,0,255,33,25
7557,3384,1-5M,0,255,33,25
6578,3393,10-20M,255,0,0,25
2665,3395,1-5M,0,255,33,25
680,3397,1-5M,0,255,33,28
7624,3397,10-20M,255,0,0,25
6485,3398,1-5M,0,255,33,25
6227,3401,1-5M,0,255,33,25
7806,3403,1-5M,0,255,33,25
6293,3407,1-5M,0,255,33,25
6636,3408,1-5M,0,255,33,30
6800,3411,1-5M,0,255,33,25
8705,3411,1-5M,0,255,33,25
8442,3413,1-5M,0,255,33,25
6543,3415,1-5M,0,255,33,25
8987,3415,1-5M,0,255,33,25
6439,3416,5-10M,255,216,0,25
6583,3422,1-5M,0,255,33,24
6484,3423,1-5M,0,255,33,28
8918,3423,1-5M,0,255,33,25
6394,3424,1-5M,0,255,33,25
6337,3427,1-5M,0,255,33,25
2729,3432,1-5M,0,255,33,25
8980,3434,1-5M,0,255,33,28
7683,3438,1-5M,0,255,33,25
6455,3439,1-5M,0,255,33,25
6578,3448,1-5M,0,255,33,30
8339,3452,5-10M,255,216,0,26
6546,3460,1-5M,0,255,33,25
6506,3463,5-10M,255,216,0,25
8694,3464,1-5M,0,255,33,32
7736,3465,1-5M,0,255,33,25
6640,3469,1-5M,0,255,33,24
6330,3471,5-10M,255,216,0,28
7679,3471,1-5M,0,255,33,25
6454,3472,1-5M,0,255,33,25
6598,3477,1-5M,0,255,33,25
6398,3484,>20M,178,0,255,28
6553,3483,5-10M,255,216,0,29
6529,3488,1-5M,0,255,33,25
7814,3491,1-5M,0,255,33,25
8361,3492,1-5M,0,255,33,25
6300,3493,1-5M,0,255,33,25
6429,3495,1-5M,0,255,33,25
6487,3497,1-5M,0,255,33,25
6461,3501,10-20M,255,0,0,25
6541,3507,1-5M,0,255,33,25
2354,3509,1-5M,0,255,33,25
7910,3509,1-5M,0,255,33,25
1887,3512,1-5M,0,255,33,25
7575,3512,1-5M,0,255,33,25
8907,3516,1-5M,0,255,33,25
6444,3520,1-5M,0,255,33,30
6585,3522,1-5M,0,255,33,25
6403,3533,1-5M,0,255,33,25
7594,3533,1-5M,0,255,33,25
7678,3537,5-10M,255,216,0,27
6469,3541,1-5M,0,255,33,25
7775,3548,1-5M,0,255,33,25
8800,3548,1-5M,0,255,33,25
7936,3550,1-5M,0,255,33,25
8503,3550,1-5M,0,255,33,27
6575,3558,1-5M,0,255,33,28
874,3561,1-5M,0,255,33,25
2776,3561,1-5M,0,255,33,29
6297,3566,1-5M,0,255,33,29
8355,3567,1-5M,0,255,33,25
6342,3568,1-5M,0,255,33,25
6378,3575,5-10M,255,216,0,27
7880,3580,1-5M,0,255,33,32
955,3586,1-5M,0,255,33,25
7497,3587,1-5M,0,255,33,25
6520,3589,1-5M,0,255,33,25
8796,3590,10-20M,255,0,0,25
7857,3597,10-20M,255,0,0,25
6340,3598,1-5M,0,255,33,25
6748,3601,1-5M,0,255,33,29
8399,3603,1-5M,0,255,33,25
8631,3603,1-5M,0,255,33,25
7879,3606,1-5M,0,255,33,27
8845,3611,1-5M,0,255,33,25
9049,3613,1-5M,0,255,33,26
6488,3617,1-5M,0,255,33,25
7392,3632,1-5M,0,255,33,30
6244,3637,1-5M,0,255,33,25
8444,3637,1-5M,0,255,33,25
8346,3639,1-5M,0,255,33,25
7683,3640,1-5M,0,255,33,25
8411,3641,10-20M,255,0,0,25
996,3645,1-5M,0,255,33,25
6378,3651,1-5M,0,255,33,26
8457,3660,1-5M,0,255,33,25
7955,3661,1-5M,0,255,33,29
6234,3668,5-10M,255,216,0,25
7263,3682,1-5M,0,255,33,25
9096,3686,1-5M,0,255,33,25
7316,3691,1-5M,0,255,33,25
1010,3703,1-5M,0,255,33,25
8316,3707,1-5M,0,255,33,30
7349,3711,10-20M,255,0,0,25
6542,3725,1-5M,0,255,33,25
6251,3734,1-5M,0,255,33,25
1042,3750,1-5M,0,255,33,25
7343,3753,1-5M,0,255,33,25
7357,3763,5-10M,255,216,0,25
7182,3773,1-5M,0,255,33,25
7253,3776,1-5M,0,255,33,25
7300,3796,1-5M,0,255,33,25
8402,3824,1-5M,0,255,33,28
7813,3825,1-5M,0,255,33,25
8321,3826,1-5M,0,255,33,25
7147,3850,1-5M,0,255,33,29
7298,3859,1-5M,0,255,33,25
7256,3868,1-5M,0,255,33,25
7193,3887,1-5M,0,255,33,25
7279,3893,1-5M,0,255,33,25
7248,3936,1-5M,0,255,33,29
7159,4066,1-5M,0,255,33,25
1465,4113,1-5M,0,255,33,25
1094,4114,1-5M,0,255,33,29
